text,annotation
ማኅበሩ ለሚቀጥሉት ስድስት ወራት በተለያዩ ርዕሶች የመነሻ ሃሣቦች የሚያቀርቡ በሳል ባለሙያዎችን ማዘጋጀቱን የገለጡት ኃላፊዎች፣ ለውይይቱ መነሻ እንዲሆን የታሪክ ተመራማሪውን ፕሮፌሰር ባሕሩ ዘውዴን ፈር ቀዳጅ ጽሑፍ አቅራቢ እንዲሆኑ መጋበዙን አስታውቀዋል።,"[('ፕሮፌሰር', 'TTL'), ('ባሕሩ ዘውዴን', 'PER')]"
ፕሮፌሰር ባሕሩ የመወያያ ጽሑፍ ያቅርቡ እንጂ በጽሑፋቸው ላይ ማዳባበሪያ ሃሳቦችን ከማቅረብ ክርክርና እሰጥ አገባ ውስጥ እንደማይገባ የጠቀሱት ፕሬዚዳንቶቹ፣ ሁሌም ዜጋ የየራሱን ሃሳብ በነፃ በማንሸራሸር በጉዳዩ ላይ የጋራ ግንዛቤ የሚጨብጥበትን መንገድ ማመቻቸት እንደሚጠበቅበት አስረድተዋል።,"[('ፕሮፌሰር', 'TTL'), ('ባሕሩ', 'PER')]"
ፕሮፌሰር ባሕሩ ዘውዴ የኢትዮጵያን ታሪክ 150 ዓመት ወደ ኋላ ተመልሰው በመቃኘት ባቀረቡት ጽሑፍ አገሪቱ ያለፈችባቸውን ውጣ ውረዶችና አሁን የደረሰችበትን ደረጃ በመጠቆም ወደፊት ምን መደረግ እንዳለበትም የግል አስተያየታቸውን ሰንዝረዋል።,"[('ፕሮፌሰር', 'TTL'), ('ባሕሩ ዘውዴ', 'PER'), ('150 ዓመት ወደ ኋላ', 'TIME')]"
የፕሮፌሰር ባሕሩ ዘውዴ ባዘጋጁት ላይ ሃሳብ የሰጡት አቶ ሽፈራው በቀለና ዶ/ ር በፈቃዱ ደግፌ ምሁሩ ታሪክን በማጣቀስ ያቀረቡት ጥልቅ ትንተና የአገራችንን ተጨባጭ ሁኔታ ለመረዳትና ወደፊትም እንደአገር እንድትቀጥል ከዜጐቿ ምን እንደሚጠበቅ ያመላከተ መሆኑን በመጠቆም ካለንበት የችግር አረንቋ ለመውጣት እጅ ለእጅ ተያይዞ በጋራ ከመታገል ውጭ ሽሽትም ሆነ ተስፋ መቁረጥ ምንም ለውጥ እንደማይመጡ ገልጠዋል።,"[('የፕሮፌሰር', 'TTL'), ('ባሕሩ ዘውዴ', 'PER'), ('አቶ', 'TTL'), ('ሽፈራው በቀለና', 'PER'), ('ዶ/ ር', 'TTL'), ('በፈቃዱ ደግፌ', 'PER')]"
ዶ/ ር በየነ ጴጥሮስ፣ አቶ ኃይሉ ሻውልና ዶ/ ር መረራ ጉዲና በየበኩላቸው በሰጡት አስተያየት ማኅበሩ እስካሁን ሲያካሂዳቸው ከቆየው ኢኮኖሚ ነክ ጉዳዮች ወጣ በማለት በአጠቃላይ የአገር ማንነትና የወደፊት ዕጣ ፋንታ ላይ ዜጐችን ለማወያየት መነሳሳቱ የሚያስመሰግነው መሆኑን ገልጠው፣ የአገሪቱ ጉዳይ ያገባናል የሚሉ ዜጐች በዚህ በጐ ጅምር ተበረታትተው የበኩላቸውን ግዴታ መወጣት ወቅቱ ያቀረበላቸው ጥሪ መሆኑን አስምረውበታል። የአገሪቱ ጉዳይ የጥቂት ፖለቲከኞች ብቻ ሳይሆን የመላው ዜጐች የሕልውና ጥያቄ በመሆኑ በተቀደደው ፈር በመጠቀም ሁሉም ሃሳቡን መሰንዘር እንደሚጠበቅበት አሳስበዋል።,"[('ዶ/ ር', 'TTL'), ('በየነ ጴጥሮስ', 'PER'), ('አቶ', 'TTL'), ('ኃይሉ ሻውልና', 'PER'), ('ዶ/ ር', 'TTL'), ('መረራ ጉዲና', 'PER')]"
ከሣምንት በኋላ 100ሺ ፊርማ ለተባበሩት መንግሥታትና ለአፍሪካ አንድነት ድርጅት ሊቀርብ ነው,"[('ከሣምንት በኋላ', 'TIME'), ('ለተባበሩት መንግሥታትና', 'ORG'), ('ለአፍሪካ አንድነት ድርጅት', 'ORG')]"
የኢትዮ- ኤርትራ የድንበር አካላይ ኮሚሽን ውሣኔውን ይፋ ሊያደርግ ሦስት ሣምንታት ያህል በቀረበት በአሁኑ ጊዜ ውሣኔው የኢትዮጵያን ሕዝብ ጥቅም የሚፃረር እንዳይሆን የሚሰማው ድምፅ ተፋፍሞ ቀጥሏል። በዚህ ጉዳይ ሰሞናዊ ሁኔታውን ዝግጅት ክፍላችን እንደሚከተለው ዳስሶታል።,"[('ሦስት ሣምንታት', 'TIME')]"
ከኢትዮጵያ ጋር በተፈጠረው የድንበር ጦርነት ከአገር እንዲወጡ የተደረጉ ኤርትራውያንና ከፍተኛ የሻዕቢያ መንግሥት ባለሥልጣናት በሌላ አገር ፓስፖርት ኢትዮጵያ ውስጥ መንቀሳቀስ መጀመራቸውንና አንዳንዶቹም ከወያኔ ኢሕአዴግ መሪዎች ጋር ይፋ ያልሆነ የምስጢር ግንኙነት ማድረጋቸውን ቢቢሲ አዲስ አበባ ያለውን የወጋህታ ሪፖርተር ጠቅሶ ባሰራጨው ዘገባ አስታውቋል።,"[('ኢሕአዴግ', 'ORG'), ('አዲስ አበባ', 'LOC')]"
እንደራዲዮው ዘገባ በአፍሪካ አንድነት ድርጅት የኤርትራ መንግሥት ከፍተኛ ዲፕሎማት ሆነው የተመደቡት አቶ የማነ ደባስ ቁጥሩ 5243241612 የሆነ የጀርመን ፓስፖርት ይዘው አገር ውስጥ ከመግባታቸው ሌላ በጠቅላይ ሚኒስትር መለስ ዜናዊ ልዩ የፀጥታ ኃይሎች ጥበቃ እየተደረገላቸው ከኢትዮጵያ ንግድ ባንክ የውጭ ምንዛሬ ገዝተዋል።,"[('በአፍሪካ አንድነት ድርጅት', 'ORG'), ('አቶ', 'TTL'), ('የማነ ደባስ', 'PER'), ('በጠቅላይ ሚኒስትር', 'TTL'), ('መለስ ዜናዊ', 'PER')]"
ለአፍሪካ ኅብረት ስብሰባ ከሌሎች የኤርትራ ባለሥልጣኖችና ከውጭ ጉዳይ ሚኒስትሩ ከአሊ ሰይድ አብደላ ጋር ወደ አዲስ አበባ የመጡትና በሒልተን ሆቴል የቆዩት አቶ የማነ ባለፈው ሳምንት መግቢያ ላይ ከሒልተን ለቅቀው ድንገት የተሰወሩት የውጭ ጉዳይ ሚኒስትር አሊ ሰይድ አብደላ ወደ አረፉበት የኤርትራ አምባሳደር መኖሪያ ቤት ማምራታቸው ታውቋል።,"[('ለአፍሪካ ኅብረት', 'ORG'), ('ከውጭ ጉዳይ ሚኒስትሩ', 'TTL'), ('ከአሊ ሰይድ አብደላ', 'PER'), ('አዲስ አበባ', 'LOC'), ('በሒልተን ሆቴል', 'LOC'), ('አቶ', 'TTL'), ('የማነ', 'PER'), ('ከሒልተን', 'LOC'), ('የውጭ ጉዳይ ሚኒስትር', 'TTL'), ('አሊ ሰይድ አብደላ', 'PER')]"
የኤርትራው አምባሳደር መኖሪያ ቤት ከፌዴራሉ የደህንነት፣ የፖሊስና የመከላከያ ሠራዊት አባላት እውቅና ውጭ ትግርኛ ተናጋሪ ባልሆኑ በመለስ ልዩ የፀጥታ ኃይሎች ጥበቃ እንደሚደረግለት የጠቀሰው ዘገባ ኃይሎቹ የተውጣጡት ከደቡብ ምሥራቅ ኢትዮጵያ አናሳ ብሔረሰብ አባላት መሆኑን አመልክቷል።,"[('ከደቡብ ምሥራቅ ኢትዮጵያ', 'LOC')]"
ይህ በእንዲህ እንዳለም የሻዕቢያ አምስት ከፍተኛ ወታደራዊ መኮንኖችና የደህንነት ኃላፊዎች አዲስ አበባ መግባታቸውን ዘገባው ጠቁሞ ስለተልዕኮአቸው ምንነት ግን እስካሁን የተገለፀ ነገር አለመኖሩን አስረድቷል።,"[('አዲስ አበባ', 'LOC')]"
"የኢትዮጵያና የኤርትራ የድንበር አካላይ ኮሚሽን የጀመረው ጥረት የኢትዮጵያን ጥቅም የማያስጠብቅ መሆኑን በመግለጽ በርካታ ኢትዮጵያውያን በአገር ውስጥም በውጭም ከፍተኛ ተቃውሞ በማንሳታቸው ኮሚሽኑ ውሳኔውን የተለያየ ሽፋን እየሰጠ እያዘገየ ባለበት ወቅት የሻዕቢያ የሲቪል፣ የወታደራዊና የደህንነት ባለሥልጣኖች በዲፕሎማትነት ሽፋን አዲስ አበባ መለስ ቀለስ ማለታቸውና ጠቅላይ ሚኒስትር መለስ ዜናዊን ጨምሮ ከወያኔ ቁልፍ መሪዎች ጋር በሚስጢር ተገናኝተዋል መባሉ የሁለቱን አገሮች ግንኙነት የማለሳለስ"" ኞርማሊዛቲኦን"" አንዱ አካል ነው የሚሉም ጥቂቶች አይደሉም።","[('አዲስ አበባ', 'LOC'), ('ጠቅላይ ሚኒስትር', 'TTL'), ('መለስ ዜናዊን', 'PER')]"
ይህ በእንዲህ እንዳለም በአገር ውስጥና በመላው ዓለም የሚገኙ ኢትዮጵያውያን በኢትዮጵያና በኤርትራ ባለሥልጣኖች የተናጥል ድርድር በአልጀርስ የተደረገውን ስምምነትና ያንንም ተከትሎ በመንግሥታቱ ድርጅት የድንበር አካላይ ኮሚሽን አማካኝነት ዘሔግ ያለው ዓለም አቀፍ ፍርድ ቤት ይፋ ለማድረግ በዝግጅት ላይ ያለውን ውሳኔ በመቃወም የተለያዩ እንቅስቃሴዎችን በማካሄድ ላይ መሆናቸውን ከየቅጣጫው የሚደርሱን ዘገባዎች ይጠቁማሉ።,"[('በአልጀርስ', 'LOC'), ('ዘሔግ', 'LOC')]"
በሰሜን አሜሪካ የሚኖሩ ኢትዮጵያውያንና ኢትዮ- አሜሪካውያን የተለያዩ ጽሁፎችን በማሰራጨትና በራዲዮም ሐተታዎችን በማቅረብ የተፋፋመ ዘመቻ መጀመራቸውንና በተለይ የአሜሪካ ዜግነት የወሰዱ የኢትዮጵያ ተወላጆች የአሜሪካ ምክር ቤት (ኮንግሬስ) ተወካዮቻቸው ለአገሪቱ የውጭ ጉዳይ ሚኒስቴር ተመሳሳይ የተቃውሞ ደብዳቤ ለመንግሥታቱ ድርጅት እንዲጽፍ በማግባባት (ሎብብይ) ላይ መሆናቸው ታውቋል።,"[('በሰሜን አሜሪካ', 'LOC')]"
"እነዚሁ በአሜሪካ የሚገኙ ኢትዮጵያውያንና የኢትዮጵያ ተወላጆች በዚህ ሳምንት መጨረሻ ላይ ማለትም በሚቀጥለው እሁድ መጋቢት 16 ቀን 1994 ኒውዮርክ በሚገኘው የተባበሩት መንግሥታት ድርጅት ጽ/ ቤት ፊት ለፊት የተቃውሞ ሰላማዊ ሰልፍ ለማድረግ ዝግጅት በማካሄድ ላይ መሆናቸውን የጠቀሰው ዘገባ ከሩሲያ በስተቀር የፀጥታው ጥበቃ ም/ ቤት አባላት የሆኑትን አራቱን ኃያላን መንግሥታት ለማነጋገር ቀጠሮ መያዛቸውንም ጨምሮ ገልጦአል። በዚህ ዕለት በመላው አሜሪካ የሚገኙ ኢትዮጵያውያን ኒውዮርክ በሚገኘው የተባበሩት መንግሥታት ድርጅት ጽ/ ቤት ፊት ለፊት ተገኝተውየተቃውሞ ድምፃቸውን እንዲያሰሙ"" የኢትዮጵያ ድምፅ አስተባባሪ ግብረ ኃይል"" የክተት ጥሪ አስተላልፏል። በዋሽንግተን ዲሲ የሚኖሩ ኢትዮጵያውያን ወደ ኒውዮርክ ለመጓዝ 18 አውቶቡሶችን መከራየታቸውንም ለማወቅ ተችሏል።","[('እሁድ መጋቢት 16 ቀን 1994', 'TIME'), ('ኒውዮርክ', 'LOC'), ('የተባበሩት መንግሥታት ድርጅት', 'ORG'), ('ኒውዮርክ', 'LOC'), ('የተባበሩት መንግሥታት ድርጅት', 'ORG'), ('በዋሽንግተን ዲሲ', 'LOC'), ('ኒውዮርክ', 'LOC')]"
የወያኔ/ ኢሕአዴግን አመራርና ፖሊሲ በሰላሂስ በመሸንቆጥ የሚታወቁትፕሮፌሰር ተኮላ ሐጐስ በበኩላቸው ማንኛውም አገሩን የሚወድና ለሉአላዊነቷና ለዳር ድንበሯ የሚቆረቆር ኢትዮጵያዊ ሁሉ ኒውዮርክ በሚካሄደው ሰልፍ ላይ ሴት ወንድ ሳይል በነቂስ ወጥቶ ተቃውሞውን በግልጽ እንዲያሰማ ጥሪ አቅርበዋል።,"[('የወያኔ/ ኢሕአዴግን', 'ORG'), ('የሚታወቁትፕሮፌሰር', 'TTL'), ('ተኮላ ሐጐስ', 'PER'), ('ኒውዮርክ', 'LOC')]"
በሌላም በኩል የኢትዮጵያውያን ዴሞክራሲያዊ ፓርቲ (ኢዴፓ) የለንደን የድጋፍ አስተባባሪ ኮሚቴ በለንደንና በአካባቢው ነዋሪ የሆኑ ኢትዮጵያውያንን ስብሰባ በመጥራትና በማወያየት በርካታ ተግባራትን ለማከናወን ጥረት እያደረገ መሆኑን በተለይ ለጦቢያ በላከው መግለጫ ገልጦአል።,"[('የኢትዮጵያውያን ዴሞክራሲያዊ ፓርቲ (ኢዴፓ', 'ORG'), ('በለንደንና በአካባቢው', 'LOC')]"
በስብሰባዎቹ መጨረሻ ከተለያየ የኅብረተሰብ ክፍል ተውጣጥተው የተመረጡ የታሪክና የህግ ምሁራን፣ የአካባቢው ተወላጆች፣ ያረቀቁት የድንበር ማካለሉን አፈጻጸም የሚቃወም ደብዳቤ ለመንግሥታቱ ድርጅት ዋና ጸሀፊ ለሚስተር ኮፊ አናን የተላከላቸው ሲሆን ለሌሎችም አግባብ ላላቸው ክፍሎች በግልባጭ እንዲደርሳቸው መደረጉ ታውቋል። ዝርዝሩ አልደረሰንም እንጂ መጋቢት 10 ቀን 1994 በስብሰባው የተመረጠ ሌላ ቡድን የእንግሊዝ ፓርላሜንትን በሀውስ ኦፍ ኮመን ተገኝቶ አነጋግሯል።,"[('ዋና ጸሀፊ', 'TTL'), ('ለሚስተር', 'TTL'), ('ኮፊ አናን', 'PER'), ('መጋቢት 10 ቀን 1994', 'TIME')]"
መጋቢት 15 ቀን 1994 ደግም በመላው እንግሊዝ ሀገር ነዋሪ የሆኑ ሀገር ወዳድ ኢትዮጵያውያን ሁሉ የሚሳተፉበት የተቃውሞ ሰላማዊ ሰልፍ ለማካሄድ የሰልፉ አዘጋጅ ኮሚቴ ቅድመ ሁኔታውን ያጠናቀቀ ሲሆን ሰላማዊ ሰልፉን ከወትሮው ለየት የሚያደርገው በዘር ፖለቲካው ተታለው ከአጥፊዎች ጋር አብረው የነበሩ ወገኖቻችን የቁርጡ ቀን ሲመጣ ከሀዲውን ወጊድ ብለው ከሕዝብ መቀላቀላቸውን በተግባር የሚያስመሰክሩበት መድረክ መሆኑ ነው ብሏል።,"[('መጋቢት 15 ቀን 1994 ደግም', 'TIME')]"
በሌላ በኩል ይህንኑ የኢትዮጵያና የኤርትራን የድንበር መካለል በመቃወም በጀርመን ሀገር የሚኖሩ ኢትዮጵያዊያን ለሚመለከታቸው አህጉራዊና ዓለም አቀፋዊ ድርጅቶች ተቃውሞአቸውን በፊርማቸው በማረጋገጥ መላካቸውን አስተባባሪ ኮሚቴው ከኑረንበርግ በላከው መግለጫ አስታውቋል።,"[('በጀርመን ሀገር', 'LOC'), ('ከኑረንበርግ', 'LOC')]"
ኮሚቴው በዚሁ መግለጫው ዘሔግ የሚገኘው የመንግሥታቱ ድርጅት የድንበር አካላይ ኮሚሽን የኢትዮጵያ ታሪካዊና ሕጋዊ የባህር በር የሆነውን አሰብን ባላካተተ መልኩ እያዘጋጀ ያለው የውሳኔ ሀሳብ ከዚህ ቀደም የተፈረሙ ዓለም አቀፍ ስምምነቶችን የሚጥስና የኢትዮጵያ ሕዝብን ሕጋዊ የመብት ጥያቄ ከግምት ውስጥ ያላስገባ መሆኑን ጠቅሶ በአካባቢው ዘላቂ ሰላም ለማስፈን ከተፈለገ ድርድሩ መሆን የሚገባው ኤርትራ ከኢትዮጵያ ከመገንጠሏ በፊት በያዘችው ቅርጽ እንጂ እ. ኤ. አ በ1900፣ በ1902 እና በ1908 አፄ ምኒልክ ከጣሊያን ጋር የተፈራረሙአቸውንና በኋላም በወረራው ምክንያት ዋጋ ቢስ በሆኑት ውሎች መሆን የለበትም ብሎአል።,"[('ዘሔግ', 'LOC'), ('አሰብን', 'LOC'), ('እ. ኤ. አ በ1900፣ በ1902 እና በ1908', 'TIME'), ('አፄ', 'TTL'), ('ምኒልክ', 'PER')]"
"ይህ በእንዲህ እንዳለም በአሜሪካ የሚኖሩ የትግራይ ተወላጆች ለኢዴፓ ፊርማ ማሰባሰቢያ እንዲያግዝ 1000 የአሜሪካን ዶላር ለግሰዋል። እነዚሁ"" የትግራይ ኔት"" የውይይት መድረክ አባላት ገንዘቡን የለገሱት ኢዴፓ እያካሄደ ላለው አገራዊ እንቅስቃሴ ያላቸውን የትግል አንድነት ለመግለጽ መሆኑን አመልክተዋል። ኢዴፓ እስከዚህ ሳምንት ባደረገው የፊርማ ማሰባሰብ እንቅስቃሴ የአገሪቱን ታላላቅና ታዋቂ ሰዎችን ጨምሮ ከ100,  00 በላይ ፊርማ ያሰባሰበ ሲሆን ከሳምንት በኋላ ለተባበሩት መንግሥታትና ለአፍሪካ አንድነት ድርጅት የሚያቀርብ መሆኑ ታውቋል።","[('ለኢዴፓ', 'ORG'), ('ኢዴፓ', 'ORG'), ('ኢዴፓ', 'ORG'), ('ለተባበሩት መንግሥታትና', 'ORG'), ('ለአፍሪካ አንድነት ድርጅት', 'ORG')]"
"በሌላ በኩል እዚህ አገር ውስጥ ኢዴፓ"" የባህር በር ጥያቄያችን የባለቤትነት እንጂ የኪራይ አይደለም"" በሚል መሪ መፈክር የጠራው ሕዝባዊ ስብሰባ መጋቢት 7/ 1994 ዓ. ም. በናዝሬት ከተማ በተሳካ ሁኔታ መካሄዱን የፓርቲው ዋና ፀሐፊ አቶ ልደቱ አያሌው ለዝግጅት ክፍላችን አስታውቀዋል።","[('ኢዴፓ', 'ORG'), ('መጋቢት 7/ 1994 ዓ. ም.', 'TIME'), ('በናዝሬት ከተማ', 'LOC'), ('አቶ', 'TTL'), ('ልደቱ አያሌው', 'PER')]"
"በናዝሬት አጠቃላይ ዕድሮች የመሰብሰቢያ አዳራሽ በተካሄደው በዚሁ ስብሰባ ላይ በአዳራሽ ውስጥ በመቀመጥና በመቆም፣ ከውጭም በመስኮት ቁጥሩ እስከ 1400 የሆነ ሕዝብ መገኘቱን የገለጡት አቶ ልደቱ"" መታፈስ ሊኖር ይችላል"" የሚል ማስፈራሪያ በከተማው ተሠራጭቶ የነበረ ቢሆንም ቁጥራቸው የበዛ ወጣቶች ጐልማሶችና አዛውንቶች በስብሰባው ላይ መካፈላቸውን፣ ብዙውም በአዳራሽ ጥበት ምክንያትም መመለሱን አመልክተዋል።","[('አቶ', 'TTL'), ('ልደቱ', 'PER')]"
""" የስታዲየም ስብሰባ ለምን አልተጠራም?"" የሚል በርካታ ጥያቄ መቅረቡንም ገልጠዋል። ዶ/ ር አድማሱ ገበየሁ፣ ዶ/ ር ኃይሉ አርአያ፣ አቶ ልደቱ አያሌውና ሌሎችም የፓርቲው የማዕከላዊ ኮሚቴ አባላት በመሩት ሕዝባዊ ስብሰባ ላይ ፓርቲው ፕሮግራሙን ያስተዋወቁ ሲሆን ዶ/ ር አድማሱ የአልጀርሱን ስምምነትና በኢትዮጵያ ጥቅም ላይ የሚያስከትለውን ችግር በሚመለከት"" የአልጀርሱ ስምምነት የእኛን ትውልድ ብቻ ሳይሆን የሚከተሉትን ትውልዶች ሁሉ ከጉዳት ላይ ይጥላል። ይህ ስምምነት ኢትዮጵያ ከግዛቷላይ መሬት ቆርሳ ለኤርትራ እንድታስረክብ ያስገድዳታል። በውጤቱም 66 ሚሊዮን ሕዝብ የሚኖርባትን አገር ያደርጋል። ይህ ስምምነት ተግባራዊ ሲሆን ኢትዮጵያ የባሕር በር ከሌላቸው ጥቂት አገሮች ጎራ ትቅላቀላለችማለት ነው። የባሕር በር ማጣት ደግሞ በኢኮኖሚያችን ላይ አሁን ካለንበት የባሰ መድቀቅን ያስከትላል። በዚህ ስምምነት ሳቢያ አሁን ካለንበት በዓለም ከመጨረሻዎቹ ድሃ አገሮች ሰልፍ የመውጣት ተስፋችን ሊጨልም ነው። በተጨማሪም አገራችን ይህንን የአልጀርስ ስምምነት በዓለም አቀፍሕግነት ከተቀበለች በተመሳሳይ ሁኔታ ሌላ ታላቅ ብሔራዊ ጥቅሟን ታጣለች። ይኸውም እ. ኤ. አ. በ1902 ዓ. ም. በተመሳሳይ ሁኔታ ከእንግሊዝ መንግስት ጋር በገባችው ስምምነት መሰረት ከእንግዲህ ወዲህ ሱዳንና ግብፅን ሳታስፈቅድ የአባይን ውሃ የመጠቀም መብቷን ታጣለች። ይህ ለዚህ ትውልድ ቀላል ውርደትና መከራ አይደለም።"" ብለዋል።","[('ዶ/ ር', 'TTL'), ('አድማሱ ገበየሁ', 'PER'), ('ዶ/ ር', 'TTL'), ('ኃይሉ አርአያ', 'PER'), ('አቶ', 'TTL'), ('ልደቱ አያሌውና', 'PER'), ('ዶ/ ር', 'TTL'), ('አድማሱ', 'PER'), ('የአልጀርሱን', 'LOC'), ('እ. ኤ. አ. በ1902 ዓ. ም.', 'TIME')]"
